license_title,maintainer,private,maintainer_email,num_tags,id,metadata_created,metadata_modified,author,author_email,state,version,creator_user_id,type,num_resources,license_id,name,isopen,url,notes,owner_org,license_url,title,revision_id,download_cache_last_updated,download_package_id,download_datastore_contains_all_records_of_source_file,download_datastore_active,download_id,download_size,download_original_url,download_resource_id,download_set_url_type,download_state,download_ignore_hash,download_hash,download_description,download_format,download_mimetype_inner,download_url_type,download_mimetype,download_cache_url,download_name,download_created,download_url,download_ckan_url,download_task_created,download_last_modified,download_position,download_revision_id,download_resource_type
Creative Commons Attribution,"",FALSE,"",2,74c46e71-4791-4db9-a108-75e1a414c124,2020-03-02T18:45:38.691304,2020-03-02T18:46:11.820789,Open Institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,3,cc-by,2-5-distribution-of-population-by-urban-centres-sex-and-county,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-ii-distribution-of-population-by-administrative-units,"",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"2.5 Distribution of Population by Urban Centres, Sex* and County",ce6f61d2-f153-4061-967b-ade0d3e2f533,,74c46e71-4791-4db9-a108-75e1a414c124,TRUE,TRUE,e731e579-622b-4828-87f1-5482ac17a7a3,13179,http://data.census.ke/dataset/74c46e71-4791-4db9-a108-75e1a414c124/resource/e731e579-622b-4828-87f1-5482ac17a7a3/download/census-2019-vol-ii-2.5-distribution-of-population-by-urban-centres-sex_-and-county.csv,e731e579-622b-4828-87f1-5482ac17a7a3,False,active,True,"","",CSV,,upload,text/csv,,"CENSUS 2019 Vol II - 2.5 Distribution of Population by Urban Centres, Sex_ and County.csv",2020-03-02T18:46:11.691188,http://data.census.ke/dataset/74c46e71-4791-4db9-a108-75e1a414c124/resource/e731e579-622b-4828-87f1-5482ac17a7a3/download/census-2019-vol-ii-2.5-distribution-of-population-by-urban-centres-sex_-and-county.csv,http://data.census.ke,2020-03-09 10:44:34.648368,2020-03-02T18:46:11.664647,2,ce6f61d2-f153-4061-967b-ade0d3e2f533,
Creative Commons Attribution,"",FALSE,"",3,402f5ac5-5dd9-4bda-a274-943a7955b1a1,2020-03-02T19:39:04.398708,2020-03-09T11:48:29.800506,open institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,3,cc-by,distribution-of-population-by-sex-number-of-households-land-area-population-density-and-county,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-ii-distribution-of-population-by-administrative-units,"Table 2.2 DisDistribution of Population by Sex, Number of Households, Land Area, Population Density and Countytribution  of Population Sex, Number of Households, Land Area, Population Density County",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Table 2.2 Distribution of Population by Sex, Number of Households, Land Area, Population Density and County",4f50ca87-27ed-4555-9136-110131b310da,,402f5ac5-5dd9-4bda-a274-943a7955b1a1,True,TRUE,a8cc3335-b1e7-4387-951e-532ab0dea528,3039,http://data.census.ke/dataset/402f5ac5-5dd9-4bda-a274-943a7955b1a1/resource/a8cc3335-b1e7-4387-951e-532ab0dea528/download/table-2.2-dist-of-popsex-nu-of-h-land-area-popdensity-county-1.csv,a8cc3335-b1e7-4387-951e-532ab0dea528,False,active,True,"","",CSV,,upload,text/csv,,"Table 2.2 Distribution of Population by Sex, Number of Households, Land Area, Population Density and County.csv",2020-03-02T19:39:22.095259,http://data.census.ke/dataset/402f5ac5-5dd9-4bda-a274-943a7955b1a1/resource/a8cc3335-b1e7-4387-951e-532ab0dea528/download/table-2.2-dist-of-popsex-nu-of-h-land-area-popdensity-county-1.csv,http://data.census.ke,2020-03-13 07:52:41.115411,2020-03-09T10:51:28.390260,0,c7e2b74f-d548-4d4e-b5ef-7af73640325f,
Creative Commons Attribution,"",FALSE,"",0,ee3f81a6-e52e-4559-bef5-ca198ff961d7,2020-03-04T12:08:26.525417,2020-03-04T12:10:25.622202,"","",active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,1,cc-by,locations,TRUE,"","",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,Locations,305e19fe-9845-42a2-84bc-aab26b1d1a05,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Commons Attribution,"",FALSE,"",3,a6e4887a-d964-46ed-9ae4-6a84a452cb33,2020-03-02T16:58:24.687547,2020-03-09T08:18:35.924001,Open Institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,2,cc-by,population-by-age-sex-county-and-sub-county-table-2-3,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-iii-distribution-of-population-by-age-sex-and-administrative-units,"",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Population by Age, Sex, County and Sub-County - Table 2.3",a8285e3a-9dfb-4d4c-b668-b01a99a1d8cb,,a6e4887a-d964-46ed-9ae4-6a84a452cb33,TRUE,TRUE,3d54c733-e5cd-47b3-b297-236ad40dc10a,4447215,http://data.census.ke/dataset/a6e4887a-d964-46ed-9ae4-6a84a452cb33/resource/3d54c733-e5cd-47b3-b297-236ad40dc10a/download/table-2.3-full-population-by-age-sex-county-and-sub-county.csv,3d54c733-e5cd-47b3-b297-236ad40dc10a,False,active,True,"","",CSV,,upload,text/csv,,"Table 2.3 Full - Population by Age, Sex, County and Sub-County.csv",2020-03-02T16:59:07.392481,http://data.census.ke/dataset/a6e4887a-d964-46ed-9ae4-6a84a452cb33/resource/3d54c733-e5cd-47b3-b297-236ad40dc10a/download/table-2.3-full-population-by-age-sex-county-and-sub-county.csv,http://data.census.ke,2020-03-09 10:44:34.768327,2020-03-02T16:59:07.359523,1,978dbd09-dc55-44f9-a809-5a33407d4c5a,
Creative Commons Attribution,"",FALSE,"",1,07fcd445-02a1-4766-84d2-cfabd35f87fb,2020-03-02T17:01:11.037434,2020-03-04T22:09:55.358443,Open Institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,2,cc-by,rural-population-by-age-sex-and-county,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-iii-distribution-of-population-by-age-sex-and-administrative-units,"Rural Population by Age, Sex and County",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Rural Population by Age, Sex and County",361dffcb-d84b-4e1a-9da3-94663f5e1751,,07fcd445-02a1-4766-84d2-cfabd35f87fb,TRUE,TRUE,23872e87-2478-40e2-a560-b5094ccf7c55,188592,http://data.census.ke/dataset/07fcd445-02a1-4766-84d2-cfabd35f87fb/resource/23872e87-2478-40e2-a560-b5094ccf7c55/download/table-2.4a-rural-population-by-age-sex-and-county-full.csv,23872e87-2478-40e2-a560-b5094ccf7c55,False,active,True,"","",CSV,,upload,text/csv,,"Table 2.4a - Rural Population by Age, Sex and County - Full.csv",2020-03-02T17:01:35.383787,http://data.census.ke/dataset/07fcd445-02a1-4766-84d2-cfabd35f87fb/resource/23872e87-2478-40e2-a560-b5094ccf7c55/download/table-2.4a-rural-population-by-age-sex-and-county-full.csv,http://data.census.ke,2020-03-09 10:44:34.821045,2020-03-02T17:01:35.333692,1,5828614b-7246-4e98-b789-813343766e1d,
Creative Commons Attribution,"",FALSE,"",2,10119547-3e2e-466d-ad2d-78c8ffb6f17a,2020-03-02T19:41:48.389406,2020-03-02T19:42:19.157290,Open Institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,3,cc-by,table-1-2-list-of-counties-and-sub-counties,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-ii-distribution-of-population-by-administrative-units, List of Counties and Sub-Counties,b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,Table 1.2 List of Counties and Sub-Counties,d2568f44-3bce-418c-bc16-c95d07fe5039,,10119547-3e2e-466d-ad2d-78c8ffb6f17a,TRUE,TRUE,25349068-40f1-4429-8448-6033c4473b2b,9040,http://data.census.ke/dataset/10119547-3e2e-466d-ad2d-78c8ffb6f17a/resource/25349068-40f1-4429-8448-6033c4473b2b/download/census-2019-vol-ii-table-1.2-list-of-counties-and-sub-counties.csv,25349068-40f1-4429-8448-6033c4473b2b,False,active,True,"","",CSV,,upload,text/csv,,CENSUS 2019 Vol II - Table 1.2 List of Counties and Sub-Counties.csv,2020-03-02T19:41:59.153410,http://data.census.ke/dataset/10119547-3e2e-466d-ad2d-78c8ffb6f17a/resource/25349068-40f1-4429-8448-6033c4473b2b/download/census-2019-vol-ii-table-1.2-list-of-counties-and-sub-counties.csv,http://data.census.ke,2020-03-09 10:44:34.849667,2020-03-02T19:41:59.130426,0,657177d7-2298-4f7b-8046-0ac4187c3e8f,
Creative Commons Attribution,"",FALSE,"",1,95361b21-2107-4dc3-b805-ebb67ee2c3b1,2020-03-04T19:34:04.880341,2020-03-09T12:02:52.155504,open institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,1,cc-by,table-2-10-hholds-and-tenure-status-of-dwelling-unit-by-area-of-residence-county-and-sub-county,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-iv-distribution-of-population-by-socio-economic-characteristics,"Table 2.10: Distribution of Households and Tenure Status of Main Dwelling Unit by Area of Residence, County and Sub-County",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Table 2.10: Households and Tenure Status of Dwelling Unit by Residence, County and Sub-County",6dd8e836-1dad-4233-8445-1c6a4bc53afd,,95361b21-2107-4dc3-b805-ebb67ee2c3b1,TRUE,TRUE,502a8946-2d08-41b1-8d53-069574e87901,21669,http://data.census.ke/dataset/95361b21-2107-4dc3-b805-ebb67ee2c3b1/resource/502a8946-2d08-41b1-8d53-069574e87901/download/volume_4-table-2.10_-households-status-of-main-dwelling-unit-by-area-of-residence-county-n-sub-c.csv,502a8946-2d08-41b1-8d53-069574e87901,False,active,False,"","",CSV,,upload,text/csv,,volume_4-table-2.10_-households-status-of-main-dwelling-unit-by-area-of-residence-county-n-sub-c.csv,2020-03-08T17:57:44.556087,http://data.census.ke/dataset/95361b21-2107-4dc3-b805-ebb67ee2c3b1/resource/502a8946-2d08-41b1-8d53-069574e87901/download/volume_4-table-2.10_-households-status-of-main-dwelling-unit-by-area-of-residence-county-n-sub-c.csv,http://data.census.ke,2020-03-09 12:02:52.220228,2020-03-08T17:57:44.529999,0,0c8dadfc-af05-4793-9bd4-2f545a0ab3fd,
Creative Commons Attribution,"",FALSE,"",2,64209522-7645-43a3-b71b-a4fe835c1a18,2020-03-04T19:40:18.243055,2020-03-10T07:30:31.315987,open institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,3,cc-by,table-2-11a-hholds-owning-the-dwelling-unit-by-mode-of-acquisition-residence-county-and-sub-county,TRUE,"","Table 2.11a: Distribution of Households Owning the Main Dwelling Unit by Mode of Acquisition, Area of Residence, County
and Sub-County",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Table 2.11a: Households Owning the Dwelling Unit by Mode of Acquisition, Residence, County and Sub-County",14cf5ffd-063a-4e58-9e08-b143004b7682,,64209522-7645-43a3-b71b-a4fe835c1a18,TRUE,TRUE,b18b1bfa-a990-498a-b27d-d221255a0db2,18535,http://data.census.ke/dataset/64209522-7645-43a3-b71b-a4fe835c1a18/resource/b18b1bfa-a990-498a-b27d-d221255a0db2/download/volume_4-table-2.11a_-main-dwelling-unit-by-mode-of-acquisition-area-of-residence-county-and-sub.csv,b18b1bfa-a990-498a-b27d-d221255a0db2,False,active,False,"","",CSV,,upload,text/csv,,"volume_4 - Table 2.11a_  Main Dwelling Unit by Mode of Acquisition, Area of Residence, County and Sub-County.csv",2020-03-04T19:42:18.235871,http://data.census.ke/dataset/64209522-7645-43a3-b71b-a4fe835c1a18/resource/b18b1bfa-a990-498a-b27d-d221255a0db2/download/volume_4-table-2.11a_-main-dwelling-unit-by-mode-of-acquisition-area-of-residence-county-and-sub.csv,http://data.census.ke,2020-03-10 07:30:31.469287,2020-03-10T07:29:24.962353,1,a94789b1-d361-4e3a-9c67-833505ac08ee,
Creative Commons Attribution,"",FALSE,"",2,b09fdca3-e77b-4da2-a551-04538394502c,2020-03-04T19:44:51.714564,2020-03-10T06:25:56.743924,open institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,2,cc-by,table-2-11b-hholds-renting-with-the-dwelling-unit-by-provider-residence-county-and-sub-county,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-iv-distribution-of-population-by-socio-economic-characteristics,"Table 2.11b: Distribution of Households Renting/Provided with the Main Dwelling Unit by Provider, Area of Residence, County and Sub-County",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Table 2.11b: Households Renting with the Dwelling Unit by Provider, Area of Residence, County and Sub-County",ef9d4d74-bfc5-4879-9f72-22a4d8623e9b,,b09fdca3-e77b-4da2-a551-04538394502c,TRUE,TRUE,c8a515e8-e472-4f36-9c0a-fe728f0283a5,26196,http://data.census.ke/dataset/b09fdca3-e77b-4da2-a551-04538394502c/resource/c8a515e8-e472-4f36-9c0a-fe728f0283a5/download/volume_4-table-2.11b_-renting-with-mdwelling-unit-by-provider-area-of-residence-county-and-sub-c.csv,c8a515e8-e472-4f36-9c0a-fe728f0283a5,False,active,False,"","",CSV,,upload,text/csv,,"Table 2.11b  Renting with Dwelling Unit by Provider, Area of Residence, County and Sub-County.csv",2020-03-04T19:47:27.769209,http://data.census.ke/dataset/b09fdca3-e77b-4da2-a551-04538394502c/resource/c8a515e8-e472-4f36-9c0a-fe728f0283a5/download/volume_4-table-2.11b_-renting-with-mdwelling-unit-by-provider-area-of-residence-county-and-sub-c.csv,http://data.census.ke,2020-03-10 06:25:56.931847,2020-03-09T19:39:44.606614,1,db64cf0d-6346-4c27-8534-1627c0cc884d,
Creative Commons Attribution,"",FALSE,"",3,23123482-cb26-45b2-b0a5-13082736f0af,2020-03-04T19:54:14.779080,2020-03-10T07:36:42.316966,open institute,support@openinstitute.com,active,"",70b35848-e414-46b2-9d9f-c0614903e043,dataset,2,cc-by,table-2-12-hholds-by-dominant-roofing-material-of-main-dwelling-unit-residence-county-and-sub-county,TRUE,https://www.knbs.or.ke/?wpdmpro=2019-kenya-population-and-housing-census-volume-iv-distribution-of-population-by-socio-economic-characteristics,"Table 2.12: Percentage Distribution of Conventional Households by Dominant Roofing Material of Main Dwelling Unit, Area of Residence, County and Sub-County",b520cded-0a69-4e1b-b556-ff5826c131aa,http://www.opendefinition.org/licenses/cc-by,"Table 2.12: Households by Dominant Roofing Material of Main Dwelling Unit, Residence, County and Sub-County",71ca6914-32ee-44f5-a8ca-32b7c957be24,,23123482-cb26-45b2-b0a5-13082736f0af,TRUE,TRUE,1aae2b4b-7ff1-4085-b3d4-d85d404d6eb1,24392,http://data.census.ke/dataset/23123482-cb26-45b2-b0a5-13082736f0af/resource/1aae2b4b-7ff1-4085-b3d4-d85d404d6eb1/download/volume_4-table-2.12_-hholds-by-rmaterial-of-mdwelling-unit-area-of-residence-county-and-sub-coun.csv,1aae2b4b-7ff1-4085-b3d4-d85d404d6eb1,False,active,False,"","",CSV,,upload,text/csv,,"volume_4 - Table 2.12_   Hholds by RMaterial of MDwelling Unit, Area of Residence, County and Sub-County.csv",2020-03-04T19:54:58.609171,http://data.census.ke/dataset/23123482-cb26-45b2-b0a5-13082736f0af/resource/1aae2b4b-7ff1-4085-b3d4-d85d404d6eb1/download/volume_4-table-2.12_-hholds-by-rmaterial-of-mdwelling-unit-area-of-residence-county-and-sub-coun.csv,http://data.census.ke,2020-03-10 07:36:42.389448,2020-03-10T07:33:49.363835,0,0552dd2f-6461-422e-a9da-916daadb6429,
